robot_id	message_ts_sec	message_ts_nanosec	processing_ts	arrival_ts
robot_6	1779990199	692175383	1779990199693313724	1779990199694004425
robot_8	1779990199	694829809	1779990199695742614	1779990199696288871
robot_7	1779990199	733417132	1779990199734568817	1779990199735547479
robot_6	1779990199	792148719	1779990199793312992	1779990199793992318
robot_8	1779990199	794935291	1779990199795910539	1779990199796399995
robot_7	1779990199	833151234	1779990199834064935	1779990199834792026
robot_6	1779990199	892263126	1779990199895940275	1779990199896736653
robot_8	1779990199	894899922	1779990199898528066	1779990199899385877
robot_7	1779990199	933215229	1779990199934243655	1779990199935131497
robot_6	1779990199	992113914	1779990199993050228	1779990199993796029
robot_8	1779990199	994892791	1779990199996765232	1779990199997676123
robot_7	1779990200	33134117	1779990200034215592	1779990200035039009
robot_6	1779990200	92186405	1779990200093178604	1779990200093885909
robot_8	1779990200	94856878	1779990200095809578	1779990200096306916
robot_7	1779990200	133375860	1779990200134572366	1779990200135707260
robot_6	1779990201	192156444	1779990201193525697	1779990201205245321
robot_8	1779990201	195042727	1779990201196271542	1779990201205429406
robot_7	1779990201	233295505	1779990201234310777	1779990201235158624
robot_6	1779990201	292117336	1779990201293173575	1779990201293922696
robot_8	1779990201	294939846	1779990201295913991	1779990201296462404
robot_7	1779990201	333300124	1779990201334560984	1779990201335718024
robot_6	1779990201	392196838	1779990201393211197	1779990201393905153
robot_8	1779990201	394809010	1779990201395786509	1779990201396269186
robot_7	1779990201	433240143	1779990201434230999	1779990201435052023
robot_6	1779990201	492184129	1779990201495999196	1779990201496684579
robot_8	1779990201	495399643	1779990201497975044	1779990201498605078
robot_7	1779990201	533166196	1779990201534251686	1779990201535045927
robot_6	1779990201	592067710	1779990201592972725	1779990201593666460
robot_8	1779990201	594925945	1779990201596062261	1779990201596693764
robot_7	1779990201	633188686	1779990201634165163	1779990201634880425
robot_6	1779990201	692162139	1779990201693239906	1779990201693984536
robot_8	1779990201	694910042	1779990201695942195	1779990201696513203
robot_7	1779990201	733342366	1779990201734548954	1779990201735493133
robot_6	1779990201	792148732	1779990201793196808	1779990201793832329
robot_8	1779990201	794851396	1779990201795833417	1779990201796328741
robot_7	1779990201	833161375	1779990201834238527	1779990201835086074
robot_6	1779990201	892239161	1779990201895209162	1779990201895974189
robot_8	1779990201	895284127	1779990201898301400	1779990201899009187
robot_7	1779990201	933225677	1779990201935204177	1779990201936197300
robot_6	1779990201	992182228	1779990201993238398	1779990201993913454
robot_8	1779990201	994892480	1779990201995901471	1779990201996478682
robot_7	1779990202	33302592	1779990202034409338	1779990202035317740
